"","ETBL_ID","ETBL_NOM_FR","ADR_CIVIQUE","ADR_MUNICIPALITE","ADR_CODE_POSTAL","ADR_LATITUDE","ADR_LONGITUDE"
"1",838721,"LE ROCKLEDGE","3101, boul. Édouard-Montpetit","Montréal","H3T1K3",45.501159,-73.620873
"2",838774,"AUBERGE DU LAC-COMMANDANT","420, ch. Maskinongé","Boileau","J0V1N0",45.862468,-74.765781
"3",838885,"UNIVERSITÉ CONCORDIA","1185, rue Saint-Mathieu","Montréal","H3H2H6",45.4929101,-73.5772774
"4",838963,"LE GÎTE DU PARC LAFONTAINE","1250, rue Sherbrooke E.","Montréal","H2L1M1",45.523403,-73.56524
"5",839010,"PAVILLON JEAN-XXIII","4300, ch. Queen-Mary","Montréal","H3V1A6",45.49312,-73.6207
"6",839050,"LES RÉSIDENCES TACHÉ ET LES MAISONS DE VILLE DE L'UQO","315, boul. Alexandre-Taché","Gatineau","J9A1L8",45.422595,-75.74113
"7",839106,"FONDATION CAMP LE TERRIER","7, ch. des Ormes","Déléage","J9E3A8",46.376436,-75.772415
"8",839154,"BASE DE PLEIN AIR VILLE LA JOIE","150, rang Rhimbault","Sainte-Victoire-de-Sorel","J0G1T0",45.983645,-73.096669
"9",839384,"MOTEL MASCOUCHE","2905, ch. Gascon","Mascouche","J7L3X7",45.729572,-73.673107
"10",840205,"LE PETIT BONHEUR","6790, rue Lemay","Montréal","H1T2L9",45.578568,-73.572701
"11",840383,"CAMP SPATIAL CANADA","2150, aut. des Laurentides","Laval","H7T2T8",45.567245,-73.742804
"12",840638,"CHÂTEAU LES BEAULNE","218, montée Lafontaine","Montpellier","J0V1M0",45.838775,-75.212931
"13",841088,"MANOIR BAGNELL-HALL","1965, ch. Grimshaw","Franklin","J0S1E0",45.046989,-73.917985
"14",841169,"AUBERGE ET RESTAURANT CHEZ GIRARD","18, rue Principale O.","Sainte-Agathe-des-Monts","J8C1A3",46.047377,-74.289926
"15",841352,"L’ESCALE HÔTEL SUITES","1100, rue de l' Escale","Val-d'Or","J9P4G8",48.103226,-77.80744
"16",841572,"HÔTEL DE LA COOPÉRATIVE DE KANGIQSUJUAQ","Kangiqsujuaq","Kangiqsujuaq","J0M1K0",61.585468,-71.925846
"17",841624,"ORGANISME LA FERME D'ANDRÉ","1082, ch. Upper Concession","Ormstown","J0S1K0",45.139029,-74.075671
"18",841955,"HÔTEL SPA MONT-GABRIEL","1699, ch. du Mont-Gabriel","Sainte-Adèle","J8B1A5",45.92098,-74.16044
"19",842121,"LES STUDIOS HÔTEL - UNIVERSITÉ DE MONTRÉAL","2450, boul. Édouard-Montpetit","Montréal","H3T1J4",45.506237,-73.615953
"20",842175,"HÔTEL BEST WESTERN VILLE-MARIE ET SUITES","3407, rue Peel","Montréal","H3A1W7",45.502234,-73.576886
"21",842593,"AUBERGE LA HUARDIÈRE","1000, ch. du Lac-Lusignan","Saint-Guillaume-Nord","J0K3B0",46.665964,-74.093986
"22",842825,"CHEZ JEAN","4136, av. Henri-Julien","Montréal","H2W2K3",45.520226,-73.578157
"23",842963,"L'HOSTELLERIE DU LAC-NOIR","2791, ch. des Faucons","Nominingue","J0W1R0",46.346052,-74.96396
"24",843161,"À L'ADRESSE DU CENTRE-VILLE","1673, rue St-Christophe","Montréal","H2L3W7",45.517346,-73.561327
"25",844143,"TRAVELODGE RIGAUD","50, rue St-Jean-Baptiste O.","Rigaud","J0P1P0",45.484789,-74.309131
"26",844378,"CAMP DES BOULEAUX","71, ch. du Pin-Rouge","Grand-Remous","J0W1E0",46.616838,-75.803584
"27",844804,"LE PROVINCIALART","2292, rue du Sacré-Coeur","Nominingue","J0W1R0",46.403057,-75.02464
"28",844867,"CHEZ NOR-LOU","803, ch. du Lac-Équerre","Lac-Supérieur","J0T1J0",46.180099,-74.509819
"29",845141,"CAMP MUSICAL DES LAURENTIDES","60, rue Mozart","Saint-Adolphe-d'Howard","J0T2B0",45.937305,-74.315325
"30",845298,"HÔTEL-MOTEL CARREFOUR LA GRANDE","53, av. des Groseilliers","Eeyou Istchee Baie-James","J0Y2X0",53.791353,-77.61757
"31",845612,"AUBERGE DU MONT LANAUDIÈRE","1851, ch. du Mont-De-Lanaudière","Saint-Gabriel-de-Brandon","J0K2N0",46.307217,-73.412844
"32",845662,"CAMP KATERI, CAMP DES GUIDES FRANCO-CANADIENNES, DISTRICT D'OTTAWA","265, ch. des Guides","Lac-Simon","J0V1E0",45.85723,-75.104685
"33",845752,"HÔTEL DU GOLF NOMININGUE","2100, ch. du Tour-du-Lac","Nominingue","J0W1R0",46.390705,-75.025489
"34",845888,"LA TOUR BELVÉDÈRE","2175, boul. de Maisonneuve O.","Montréal","H3H1L5",45.491361,-73.584492
"35",846582,"CENTRE NOTRE-DAME-DE-FATIMA","2464, boul. Perrot","Notre-Dame-de-l'Île-Perrot","J7V8P4",45.35694,-73.920747
"36",846664,"CAMP SCOUT AWACAMENJ MINO","143, ch. McNicoll","Low","J0X1S0",45.797227,-76.150661
"37",846864,"CAMP PARDAS CHANAH","1984, rte 117","Val-David","J0T2N0",46.040197,-74.227211
"38",847180,"CENTRE MUSICAL CAMMAC","85, ch. Cammac","Harrington","J8G2T2",45.851841,-74.577177
"39",847241,"MOTEL LOUIS G.","613A, route 219 Nord","Hemmingford","J0L1H0",45.056228,-73.585186
"40",847322,"MOTEL LE CLASSIC","2, rte 117","Montcerf-Lytton","J0W1N0",46.72936,-76.072254
"41",847496,"CAMP MASSAD","1780, ch. du Lac-Quenouille","Sainte-Agathe-des-Monts","J8C0R4",46.152179,-74.367796
"42",847628,"CAMP AMY MOLSON","245, ch. Scotch","Grenville-sur-la-Rouge","J0V1B0",45.740583,-74.593966
"43",847771,"CAMP JOLI-B","1555, ch. Joli-B","Rouyn-Noranda","J0Z3J0",47.960445,-79.298533
"44",847984,"DOMAINE DE LA BAIE GILLIES","1771, ch. de la Baie-Gillies","Fugèreville","J0Z2A0",47.420647,-79.118375
"45",848083,"CAMP FAMILIAL ABITIBI-TÉMISCAMINGUE","817, rte des Campagnards","Val-d'Or","J9P0C2",48.256486,-77.627029
"46",848263,"CENTRE DE PLEIN AIR DU LAC-FLAVRIAN","3288, rang du Lac-Flavrian","Rouyn-Noranda","J0Z1Y1",48.272899,-79.163581
"47",848493,"VILLAGE SUISSE","1175, rue de la Sapinière","Val-David","J0T2N0",46.028612,-74.201096
"48",849290,"RÉSIDENCE LALEMANT COLLÈGE BRÉBEUF","5625, av. Decelles","Montréal","H3T1W4",45.50025,-73.624418
"49",850349,"BASE DE PLEIN AIR BON DÉPART","4610, rte Principale","Wentworth-Nord","J0T1Y0",45.828009,-74.473245
"50",850424,"CAMP VILLE-MARIE","750, rue Deguise","Entrelacs","J0T2E0",46.106713,-74.0191
"51",850493,"CAMP GAN ISRAËL","103, ch. de la Minerve","La Minerve","J0T1S0",46.267436,-74.915233
"52",850713,"CAMP DES ÎLES","2521, rue du Pont","Saint-André-d'Argenteuil","J0V1X0",45.583691,-74.378299
"53",850765,"HÔTEL VACANCES TREMBLANT","330, route 117, C.P. 4690","Mont-Tremblant","J8E2X3",46.117157,-74.561806
"54",851083,"CENTRE NOTRE-DAME DE LA ROUGE","2311, rte 148","Grenville-sur-la-Rouge","J0V1B0",45.647363,-74.80004
"55",851143,"CAMP CAROWANIS","5000, ch. des Pins","Sainte-Agathe-des-Monts","J8C2Z7",46.015409,-74.270892
"56",851340,"YMCA KANAWANA","673, montée St-Elmire","Saint-Sauveur","J0R1R1",45.854339,-74.181436
"57",851421,"CAMP WA-THIK-ANE","240, ch. du Lac-Bouchette","Morin-Heights","J0R1H0",45.92259,-74.231471
"58",851455,"CAMP DES DÉBROUILLARDS","76, ch. de Barkmere","Arundel","J0T1A0",45.998034,-74.58918
"59",851581,"CAMP KINNERET BILUIM","184, rue Harrisson","Mont-Tremblant","J8E1M8",46.191942,-74.642084
"60",851676,"CAMPS DE L'AVENIR","167, ch. des Oliviers","Sainte-Anne-des-Lacs","J0R1B0",45.840517,-74.152727
"61",851729,"CAMP LAC-L'ACHIGAN","55, 380e Avenue","Saint-Hippolyte","J8A2Z4",45.951232,-73.976666
"62",851852,"CAMP CARITAS","10800, ch. du Lac-Labelle","Labelle","J0T1H0",46.207718,-74.852074
"63",851898,"CAMP DE-LA-SALLE","130, 1re rue du Lac-Rouge N.","Saint-Alphonse-Rodriguez","J0K1W0",46.189702,-73.701932
"64",851975,"CAMP PAPILLON","210, rue Papillon","Saint-Alphonse-Rodriguez","J0K1W0",46.193424,-73.678466
"65",852076,"CAMP RICHELIEU SAINT-CÔME","941, rue Principale","Saint-Côme","J0K2B0",46.278557,-73.75827
"66",852254,"CAMP MÈRE M.L. CLARAC","959, rue Principale","Saint-Donat","J0T2C0",46.308237,-74.206471
"67",852336,"CAMP RICHELIEU DE ST-HYACINTHE","717, ch. Bouchard","Saint-Damase","J0H1J0",45.532789,-72.957239
"68",852386,"CHALETS WACONICHI","C.P. 38-1584, route 167 Nord","Chibougamau","G8P2K5",49.914426,-74.294424
"69",852446,"RÉSERVE FAUNIQUE MASTIGOUCHE","830, rue Ste-Anne","Saint-Alexis-des-Monts","J0K1V0",46.601012,-73.101053
"70",852501,"CHALETS DU PARC DU MONT-TREMBLANT","Route 9, secteur de l'Assomption","Saint-Côme","J0K2B0",46.38534,-73.898919
"71",852580,"CAMP OUAREAU","2464, rte 125 S.","Saint-Donat","J0T2C0",46.2835941,-74.17019
"72",852746,"CAMP NOMININGUE","1889, ch. des Mésanges","Nominingue","J0W1R0",46.377919,-75.01637
"73",852815,"CAMP NOTRE-DAME DES PETITS","2711, place des Petits","Sainte-Julienne","J0K2T0",45.985936,-73.732798
"74",853003,"RÉSERVE FAUNIQUE DE PAPINEAU-LABELLE","443, rte 309","Val-des-Bois","J0X3C0",45.89481,-75.606494
"75",853244,"LA CONCIERGERIE GUEST HOUSE","1019, rue St-Hubert","Montréal","H2L3Y3",45.513611,-73.554616
"76",853301,"HÔTEL DORION","1477, rue Dorion","Montréal","H2K4A4",45.524189,-73.552295
"77",853344,"CENTRE DE PLEIN AIR L'ESTACADE","64, 13e Avenue","Saint-Paul-de-l'Île-aux-Noix","J0J1G0",45.079484,-73.329626
"78",853420,"CAMP MUSICAL PÈRE LINDSAY","100, rang Petit-Beloeil","Sainte-Béatrix","J0K2B0",46.261644,-73.695729
"79",853465,"CENTRE D'ÉQUITATION SANS SOUCI","1183, Grand rang Ste-Clotilde","Sainte-Clotilde","J0L1W0",45.17196,-73.69909
"80",853846,"Y COUNTRY CAMP","130, ch. du Lac-Blanc","Huberdeau","J0T1G0",46.03286,-74.662275
"81",853904,"PARC DU DOMAINE VERT","10423, montée Ste-Marianne","Mirabel","J7J2B1",45.658505,-73.90889
"82",854119,"BASE DE PLEIN AIR AIR-EAU-BOIS","32, ch. de la Base-de-Plein-Air","Bowman","J8N9P6",45.905569,-75.73759
"83",854446,"PLEIN AIR LANAUDIA","1500, 7e Rang","Saint-Côme","J0K2B0",46.250253,-73.772056
"84",854933,"LA BASE DE PLEIN AIR SAINTE-ÉMÉLIE","606, rue des Mésanges","Sainte-Émélie-de-l'Énergie","J0K2K0",46.398579,-73.706354
"85",855223,"BASE DE PLEIN AIR MONT-TREMBLANT","3595, rue Léonard","Mont-Tremblant","J8E2A5",46.08943,-74.607975
"86",855312,"DOMAINE DU LAC-BLEU","287, 51e Avenue","Saint-Hippolyte","J8A1N4",45.880163,-73.978583
"87",855375,"DOMAINE DES PRÉS D'OR","967, rte 309","Saint-Aimé-du-Lac-des-Îles","J0W1J0",46.41301,-75.508312
"88",855423,"BASE DE PLEIN AIR JEAN-JEUNE","180, ch. Jean-Jeunes","Amherst","J0T2T0",46.094628,-74.823618
"89",855491,"CAMP QUATRE-SAISONS","1192, ch. du Lac-Caché","La Macaza","J0T1R0",46.35104,-74.661748
"90",855558,"COLONIE STE-JEANNE-D'ARC","10020, rte Marie-Victorin","Contrecoeur","J0L1C0",45.968513,-73.187141
"91",855647,"COLONIE DES GRÈVES DE CONTRECOEUR","10350, rte Marie-Victorin","Contrecoeur","J0L1C0",45.974213,-73.182348
"92",855732,"BASE DE PLEIN AIR LES BOSQUETS","756, ch. des Patriotes","Otterburn Park","J3H1Z5",45.54356,-73.213765
"93",855958,"AUBERGE DE LA PLACE","49, av. de la Gare","Saint-Sauveur","J0R1R0",45.893331,-74.156141
"94",856206,"SIVANANDA ASHRAM CAMP DE YOGA","673, 8e Avenue","Val-Morin","J0T2R0",45.999063,-74.18731
"95",856281,"L'INTERVAL, COOPÉRATIVE DE SOLIDARITÉ DE PLEIN AIR","3565, ch. du Lac-Legault","Sainte-Lucie-des-Laurentides","J0T2J0",46.1561,-74.195365
"96",856379,"CENTRE DE VACANCES ET DE PLEIN AIR LE P'TIT BONHEUR","1721, ch. du Lac-Quenouille","Lac-Supérieur","J0T1P0",46.150519,-74.367872
"97",857017,"CENTRE PLEIN AIR L'ÉTINCELLE","270, rue du Lac-Long S.","Saint-Alphonse-Rodriguez","J0K1W0",46.16629,-73.662081
"98",857172,"GOLF &#38; AUBERGE OASIS","424, rte du Nord","Brownsburg-Chatham","J8G1L6",45.672599,-74.380814
"99",857244,"MARRIOTT RESIDENCE INN MONTRÉAL CENTRE-VILLE","2045, rue Peel","Montréal","H3A1T6",45.501412,-73.575489
"100",857478,"LE CAMP MARISTE","8082, ch. du Lac-Morgan","Rawdon","J0K1S0",46.139372,-73.738547
"101",857559,"CAMP BOUTE-EN-TRAIN","1640, rue Rochon","Chertsey","J0K3K0",46.126142,-73.872685
"102",857654,"HAVRE FAMILIAL CENTRE DE PLEIN AIR","1085, rang du Havre-Familial","Sainte-Béatrix","J0K1Y0",46.234314,-73.645792
"103",858282,"AUBERGE DU LAC-À-LA-LOUTRE","122, ch. Trudel","Huberdeau","J0T1G0",45.99899,-74.657493
"104",858451,"HÔTEL ÉPIK MONTRÉAL","171, rue St-Paul O.","Montréal","H2Y1Z5",45.503159,-73.555197
"105",858503,"MOTEL DU VIEUX PONT","304, rue Principale","Mansfield-et-Pontefract","J0X1R0",45.861271,-76.73909
"106",858572,"NOVOTEL MONTRÉAL CENTRE","1180, rue de la Montagne","Montréal","H3G1Z1",45.497056,-73.573452
"107",858802,"MOTEL SAINT-EUSTACHE","40, rue Dubois","Saint-Eustache","J7P4W9",45.570375,-73.909632
"108",859049,"CHAMBRES ET PETIT DÉJEUNER BIENVENUE","3950, av. Laval","Montréal","H2W2J2",45.518694,-73.576266
"109",859102,"HÔTEL HOLIDAY INN MONTRÉAL CENTRE-VILLE","99, av. Viger O.","Montréal","H2Z1E9",45.506836,-73.559529
"110",859376,"MOTEL LE VERSEAU","7720, rte Marie-Victorin","Sorel-Tracy","J3R1T3",46.01614,-73.160763
"111",859575,"AUBERGE MA MAISON","1291, rang du Pied-De-La-Montagne","Sainte-Mélanie","J0K3A0",46.153653,-73.52681
"112",859750,"HÔTEL QUALITY INN &#38; SUITES","6680, boul. Taschereau","Brossard","J4W1M8",45.469425,-73.46826
"113",859975,"MOTEL MANOIR SUR LE LAC","1708, boul. Fernand-Lafontaine","Rivière-Rouge","J0T1T0",46.515654,-74.990741
"114",860050,"RESTO-BAR RELAIS DU TOURISTE","22, rue Notre-Dame","Sainte-Anne-du-Lac","J0W1C0",46.87933,-75.323395
"115",860106,"CHALETS DOMAINE STE-AGATHE","650, rue du Domaine","Sainte-Agathe-des-Monts","J8C3C9",46.044091,-74.255015
"116",860234,"HÔTEL CHROME MONTRÉAL CENTRE-VILLE","215, boul. René-Lévesque E.","Montréal","H2X1N7",45.510974,-73.560042
"117",860754,"MOTEL LOUISE","25, rue des Oblats N.","Ville-Marie","J9V1H9",47.334817,-79.437172
"118",861215,"HÔTEL ALEXANDRA","428, av. de Buckingham","Gatineau","J8L2G7",45.588477,-75.416788
"119",861348,"MOTEL CAROLINE","2, ch. de Fabre","Ville-Marie","J9V1E3",47.326653,-79.441284
"120",861636,"MOTEL ST-OURS","2308, ch. des Patriotes","Saint-Ours","J0G1P0",45.903881,-73.14814
"121",861697,"LE CHABLIS CADILLAC HÔTEL &#38; SUITES","5800, rue Sherbrooke E.","Montréal","H1N1B2",45.574775,-73.547882
"122",861758,"MOTEL 111","1633, ch. Sullivan","Val-d'Or","J9P1M4",48.105912,-77.811431
"123",861926,"MOTEL COLIBRI","6960, rue St-Jacques","Montréal","H4B1V8",45.45926,-73.62698
"124",862117,"HÔTEL MONT BLANC","1006, rte 117","Saint-Faustin-Lac-Carré","J0T1J2",46.109652,-74.487636
"125",862263,"MOTEL TREMBLANT SUR LA COLLINE","357, rte 117","Saint-Faustin-Lac-Carré","J0T1J2",46.112892,-74.524728
"126",862347,"MOTEL RÊVE D'OR","1192, rte 111 E.","Amos","J9T1N1",48.559923,-78.100852
"127",862478,"NOUVELLE RÉSIDENCE NEW RESIDENCE HALL UNIVERSITÉ MCGILL","3625, av. du Parc","Montréal","H2X3P8",45.510734,-73.576074
"128",862566,"MOTEL VILLA D'AUTRAY","671, Grande Côte E.","Lanoraie","J0K1E0",46.017463,-73.185132
"129",862640,"MOTEL LA CHEMINÉE","2374, boul. du Curé-Labelle","Saint-Jérôme","J7Y5E9",45.816497,-74.038882
"130",862783,"HÔTEL OMNI MONT-ROYAL","1050, rue Sherbrooke O.","Montréal","H3A2R6",45.502074,-73.576122
"131",863126,"MOTEL JOLIETTE","2070, rue de la Visitation","Saint-Charles-Borromée","J6E7Y8",46.070163,-73.49605
"132",863248,"AUBERGE LE GENTILHOMME","12, rue Bondu","Lac-du-Cerf","J0W1S0",46.304653,-75.503765
"133",863470,"MOTEL RITZ","137, boul. Gréber","Gatineau","J8T3R1",45.468429,-75.700504
"134",863632,"MOTEL ST-HILAIRE","161, boul. Sir-Wilfrid-Laurier","Mont-Saint-Hilaire","J3H3N4",45.5629,-73.19548
"135",863685,"HÔTEL DE L’ITHQ","3535, rue St-Denis","Montréal","H2X3P1",45.517743,-73.568916
"136",864093,"AUBERGE HUDSON INN","100, route 201","Rigaud","J0P1P0",45.461511,-74.228166
"137",864161,"HÔTEL LE MIRAGE","365, boul. Sir-Wilfrid-Laurier","Saint-Basile-le-Grand","J3N1M2",45.523529,-73.307275
"138",864468,"MOTEL MISTRAL","903, av. Larivière","Rouyn-Noranda","J9X4K6",48.225422,-79.001143
"139",864541,"HÉRITAGE VICTORIEN","311, rue Ontario E.","Montréal","H2X1H7",45.514939,-73.565643
"140",864680,"MOTEL LE CHARENTAIS","13325, rte Marie-Victorin","Sorel-Tracy","J3P5N3",45.985228,-73.17688
"141",864749,"MOTEL DE LA RIVIÈRE","555, boul. des Laurentides","Piedmont","J0R1K0",45.894302,-74.123029
"142",864832,"Ô SUITES","1375, boul. des Laurentides","Laval","H7N4Y5",45.587584,-73.711533
"143",865109,"MOTEL DES PATRIOTES","1140, ch. des Patriotes","Sorel-Tracy","J3P6L9",46.011968,-73.126653
"144",865303,"HÔTEL LAURENTIEN","562, rue Principale","Lachute","J8H1Y7",45.657053,-74.333038
"145",865528,"HÔTEL ESPRESSO MONTRÉAL CENTRE-VILLE","1005, rue Guy","Montréal","H3H2K4",45.493433,-73.573839
"146",865710,"HÔTEL LA RÉSIDENCE DU VOYAGEUR","847, rue Sherbrooke E.","Montréal","H2L1K6",45.519404,-73.566463
"147",865824,"HÔTEL AMBROSE","3422, rue Stanley","Montréal","H3A1R8",45.501412,-73.577994
"148",865882,"MOTEL MONTGOLFIÈRE JP.","425, rue Jacques-Cartier S.","Saint-Jean-sur-Richelieu","J3B4K6",45.276781,-73.256531
"149",866119,"HÔTEL CENTRAL","510, rue Brassard","Saint-Michel-des-Saints","J0K3B0",46.677616,-73.917063
"150",866636,"MOTEL BÉLAIR","118, rue St-Jean-Baptiste E.","Rigaud","J0P1P0",45.479394,-74.292361
"151",866706,"HÔTEL &#38; SUITES MANOIR DU LAC TÉMISCAMINGUE","16, rue Dollard","Ville-Marie","J9V1L2",47.332877,-79.442042
"152",866786,"MOTEL LA SIESTA","3179, boul. Taschereau","Longueuil","J4V2H4",45.496265,-73.483141
"153",866847,"HÔTEL-MOTEL O'CHARCOAL","2004, rue L'Annonciation N.","Rivière-Rouge","J0T1T0",46.429353,-74.892597
"154",866934,"MOTEL DES ÉCORCES","627, boul. St-François","Lac-des-Écorces","J0W1H0",46.5556602,-75.3541592
"155",867200,"HÔTEL QUALITY INN ROUYN-NORANDA","260, boul. Rideau","Rouyn-Noranda","J9X1P1",48.243596,-79.040354
"156",867484,"MOTEL GATINEAU","793, boul. Maloney E.","Gatineau","J8P1G5",45.48293,-75.614265
"157",867783,"MOTEL MONTCALM","175, boul. Gréber","Gatineau","J8T3R1",45.47161,-75.700911
"158",867861,"MOTEL DES PAYS D'EN HAUT","1140, rte 117","Val-David","J0T2N0",46.018605,-74.213102
"159",868033,"HÔTEL HOLIDAY INN &#38; SUITES POINTE-CLAIRE MONTRÉAL AÉROPORT","6700, aut. Félix-Leclerc","Pointe-Claire","H9R1C2",45.461768,-73.829111
"160",868124,"HÔTEL QUALITY INN MONT-LAURIER","111, boul. Albiny-Paquette","Mont-Laurier","J9L1J2",46.54947,-75.51294
"161",868223,"HÔTEL ECONO-ONE","652, 1re Avenue O.","Amos","J9T1V6",48.571063,-78.126494
"162",868455,"AUBERGE CHAMPÊTRE","1435, boul. de Ste-Adèle","Sainte-Adèle","J8B2N6",45.955398,-74.139641
"163",868534,"AUBERGE ROYAL VERSAILLES","7200, rue Sherbrooke E.","Montréal","H1N1E7",45.588939,-73.539263
"164",868720,"HÔTEL COMFORT SUITES","1214, rue Crescent","Montréal","H3G2A9",45.496551,-73.574591
"165",868842,"HÔTELS GOUVERNEUR MONTRÉAL","1415, rue St-Hubert","Montréal","H2L3Y9",45.515703,-73.559175
"166",868985,"MANOIR VAL-D'OR","909, 3e Avenue","Val-d'Or","J9P1T2",48.103605,-77.789211
"167",869028,"MOTEL LE CARIBOU","108, boul. Matagami","Matagami","J0Y2A0",49.75671,-77.632494
"168",869169,"HÔTEL-MOTEL 93","93, 3e Avenue","Val-d'Or","J9P1R3",48.10051,-77.77167
"169",869238,"LE FABREVILLE MOTEL &#38; SUITES","4301, boul. Dagenais O.","Laval","H7R1L3",45.558009,-73.84129
"170",869367,"HÔTEL FORESTEL","1001, 3e av. E.","Val-d'Or","J9P0P7",48.098404,-77.750856
"171",869505,"HÔTEL BEST WESTERN PLUS GATINEAU-OTTAWA ET CENTRE DE CONFÉRENCES","131, rue Laurier","Gatineau","J8X3W3",45.433261,-75.709629
"172",869624,"MOTEL LE POISSON BLANC","1650, rte 321","Duhamel","J0V1G0",45.928201,-75.061995
"173",869667,"LA CAGE DU MINEUR BAR MOTEL","769, rte St-Paul N.","Rivière-Héva","J0Y2H0",48.23783,-78.216112
"174",869730,"MOTEL AU P'TIT SAPIN","16033, boul. du Curé-Labelle","Mirabel","J7J2G6",45.735539,-73.96728
"175",869791,"MOTEL RUSTIK","57, boul. St-Jean-Baptiste","Châteauguay","J6J3H5",45.36449,-73.712526
"176",869861,"AUBERGE DU COQ DE MONTAGNE","2151, ch. du Village","Mont-Tremblant","J8E1K4",46.196203,-74.619608
"177",869968,"MOTEL CLAIR-MONT","1591, rue Principale","Sainte-Agathe-des-Monts","J8C1M1",46.041854,-74.254611
"178",870098,"MOTEL PIGNONS ROUGES","15777, rue Sherbrooke E.","Montréal","H1A3R1",45.695317,-73.495329
"179",870172,"AUBERGE MOUNTAIN VIEW","1177, rue Labelle","Mont-Tremblant","J8E2W5",46.134725,-74.589646
"180",870375,"AUBERGE HARRIS","576, rue Champlain","Saint-Jean-sur-Richelieu","J3B6X1",45.322118,-73.263128
"181",870511,"AUBERGE LE CABANON","1590, ch. du Lac-St-Stanislas N.","Saint-Zénon","J0K3N0",46.633064,-73.758512
"182",870586,"HÔTEL RUBY FOO'S","7655, boul. Décarie","Montréal","H4P2H2",45.496411,-73.655458
"183",870742,"AUBERGE CHOMEDEY INN","590, boul. Curé-Labelle","Laval","H7V2T6",45.537022,-73.741436
"184",871033,"QUALITY HOTEL CENTRE DE CONGRÈS","725, boul. du Séminaire N.","Saint-Jean-sur-Richelieu","J3B8H1",45.323826,-73.265739
"185",871111,"MANOIR DE LA FORÊT","32, ch. River","Cantley","J8V3A1",45.549167,-75.788699
"186",871173,"HÔTEL COMFORT INN GATINEAU","630, boul. de la Gappe","Gatineau","J8T7S8",45.481019,-75.690683
"187",871246,"HÔTEL VILLA","57, rue Ste-Catherine E.","Montréal","H2X1K5",45.510599,-73.563322
"188",871355,"HÔTEL COMFORT INN VAL D'OR","1665, 3e Avenue","Val-d'Or","J9P1V9",48.099699,-77.814514
"189",871428,"HÔTEL COMFORT INN ROUYN-NORANDA","1295, av. Larivière","Rouyn-Noranda","J9X6M6",48.223801,-78.992997
"190",871507,"HÔTEL COMFORT INN LAVAL","2055, aut. des Laurentides","Laval","H7S1Z6",45.567329,-73.740933
"191",871587,"HÔTEL COMFORT INN BROSSARD","7863, boul. Taschereau","Brossard","J4Y1A4",45.451941,-73.466747
"192",871713,"HÔTEL MANOIR SAINT-SAUVEUR","246, ch. du Lac-Millette","Saint-Sauveur","J0R1R3",45.890442,-74.153398
"193",871836,"HILTON MONTRÉAL-LAVAL","2225, aut. des Laurentides","Laval","H7S1Z6",45.570579,-73.744366
"194",871922,"MOTEL DU MONT TRINITÉ","180, ch. du Mont-Trinité","Saint-Michel-des-Saints","J0K3B0",46.678156,-73.901108
"195",872120,"HÔTEL DE PARIS","901, rue Sherbrooke E.","Montréal","H2L1L3",45.520163,-73.56613
"196",872277,"AUBERGE DES GALLANT HOTEL – RESTAURANT &#38; SPA","1171, ch. St-Henri","Sainte-Marthe","J0P1W0",45.431527,-74.325342
"197",872385,"MOTEL BONSOIR","120, ch. du Golf E.","Saint-Charles-Borromée","J6E2B6",46.045354,-73.445167
"198",872716,"AUBERGE SAUVIGNON","2723, ch. du Village","Mont-Tremblant","J8E1E9",46.208105,-74.602871
"199",872885,"MOTEL DU PARC","359, boul. Alexandre-Taché","Gatineau","J9A1M3",45.422052,-75.74364
"200",873029,"ECONOHOTEL.CA","1649, rue St-Hubert","Montréal","H2L3Z1",45.516831,-73.56164
"201",873122,"HÔTEL-MOTEL ROYAL","365, rte 117","Val-d'Or","J9P7C4",48.071038,-77.381551
"202",873185,"MOTEL PIERRE","2375, boul. Marcel-Laurin","Montréal","H4R1K4",45.519918,-73.703655
"203",873244,"AUBERGE DE LA VIEILLE GARE","2169, ch. du Tour-du-Lac","Nominingue","J0W1R0",46.394612,-75.028666
"204",873444,"MOTEL SOUVENIR","820, rte 219","Saint-Jacques-le-Mineur","J0J1Z0",45.293613,-73.341562
"205",873507,"MOTEL 55","99, rte 235","Ange-Gardien","J0E1E0",45.365705,-72.933584
"206",873565,"HÔTEL HOLIDAY INN MONTRÉAL-LONGUEUIL","900, rue St-Charles E.","Longueuil","J4H3Y2",45.550901,-73.499013
"207",873690,"AUBERGE LE POMEROL","819, boul. De Maisonneuve E.","Montréal","H2L1Y7",45.516421,-73.560238
"208",873752,"LE DOUGLAS RESTO-BAR MOTEL","3, rang Saint-André","Saint-Cyprien-de-Napierville","J0J1L0",45.194292,-73.447941
"209",873830,"AUBERGE DE LA TOUR DU LAC","173, ch. du Tour-du-Lac","Sainte-Agathe-des-Monts","J8C1B7",46.053322,-74.308509
"210",873959,"HÔTEL LE SAINT-ANDRÉ","1285, rue St-André","Montréal","H2L3T1",45.516099,-73.557187
"211",874024,"HÔTEL DELTA MONTRÉAL","475, av. du Président-Kennedy","Montréal","H3A1J7",45.506307,-73.57084
"212",874185,"HÔTEL SAINT-JÉRÔME BEST WESTERN","420, boul. Monseigneur-Dubois","Saint-Jérôme","J7Y3L8",45.780889,-74.016251
