ETBL_ID;ADR_ID;ADR_GENRE_ID;ADR_GENRE_FR;ADR_GENRE_EN;ADR_PRINCIPALE;ADR_CIVIQUE;ADR_MUNICIPALITE;ADR_PROVINCE;ADR_PAYS;ADR_CODE_POSTAL;ADR_PNT_SERVC_FR;ADR_PNT_SERVC_EN;ADR_PNT_SERVC_DEFAUT;ADR_LATITUDE;ADR_LONGITUDE;ADR_COMMENT_FR;ADR_COMMENT_EN
899429;899433;7;Exploitation;Operations;1;8665, ch. de Chambly;Longueuil;Québec;Canada;J3Y5K2;;;1;45.477147;-73.36415;;
899486;899490;7;Exploitation;Operations;1;4205, boul. Sir-Wilfrid-Laurier;Longueuil;Québec;Canada;J3Y3X3;;;1;45.507056;-73.440661;;
899561;899565;7;Exploitation;Operations;1;4335, ch. de Chambly;Longueuil;Québec;Canada;J3Y3M7;;;1;45.510698;-73.43762;;
899630;899634;7;Exploitation;Operations;1;1100, boul. Taschereau;Longueuil;Québec;Canada;J4P3M3;;;1;45.512999;-73.502274;;
899702;20306459;7;Exploitation;Operations;1;3330, rte Marie-Victorin;Sorel-Tracy;Québec;Canada;J3R1N9;;;1;46.030197;-73.154012;;
900075;900079;7;Exploitation;Operations;1;197, rue Bonaventure;Trois-Rivières;Québec;Canada;G9A2A9;;;1;46.343581;-72.541357;;
900264;900268;7;Exploitation;Operations;1;Kuujjuaq;Kuujjuaq;Québec;Canada;J0M1C0;;;1;58.12182;-68.39933;;
900397;900401;7;Exploitation;Operations;1;Puvirnituq;Puvirnituq;Québec;Canada;J0M1P0;;;1;60.033367;-77.286694;;
900453;20304223;7;Exploitation;Operations;1;5340, boul. Laurier E.;Saint-Hyacinthe;Québec;Canada;J2R2C4;;;1;45.6431484;-72.8850177;;
900648;900652;7;Exploitation;Operations;1;801, Grande Côte;Sainte-Geneviève-de-Berthier;Québec;Canada;J0K1A0;;;1;46.063687;-73.181229;;
900695;900699;7;Exploitation;Operations;1;740, 3e Avenue;Grandes-Piles;Québec;Canada;G0X1H0;;;1;46.68758;-72.729138;;
901696;901700;7;Exploitation;Operations;1;116, côte du Passage;Lévis;Québec;Canada;G6V5S9;;;1;46.804974;-71.181454;;
902057;902061;7;Exploitation;Operations;1;245, rue St-Laurent;Saint-Siméon;Québec;Canada;G0T1X0;;;1;47.847165;-69.874914;;
902557;902561;7;Exploitation;Operations;1;359, 6e Avenue;Shawinigan;Québec;Canada;G9T2H1;;;1;46.616516;-72.689062;;
904313;15603764;7;Exploitation;Operations;1;419, ch. de la Côte-Dubois;Duhamel-Ouest;Québec;Canada;J9V1G5;;;1;47.3023212;-79.4367143;;
904597;12582635;7;Exploitation;Operations;1;1471, chemin de la Baie-à-l'Orignal;Rouyn-Noranda;Québec;Canada;J0Z2X0;;;1;48.073934;-79.266573;;
904664;904668;7;Exploitation;Operations;1;2147, crois. Galarneau;Sainte-Lucie-des-Laurentides;Québec;Canada;J0T2J0;;;1;46.122972;-74.19606;;
904664;500003033;7;Exploitation;Operations;1;2147, croissant Galarneau;Sainte-Lucie-des-Laurentides;Québec;Canada;J0T2J0;;;0;;;;
904886;904890;7;Exploitation;Operations;1;23e mille de la Patapédia;Ruisseau-Ferguson;Québec;Canada;G0J1R0;;;1;47.924001;-67.257703;;
905069;905073;7;Exploitation;Operations;1;290-292, ch. du Lac-Duhamel;Mont-Tremblant;Québec;Canada;J8E2H1;;;1;46.139334;-74.634446;;
905191;905195;7;Exploitation;Operations;1;3306, boul. Base-De-Roc;Joliette;Québec;Canada;J6E0L2;;;1;45.986188;-73.387612;;
905493;905497;7;Exploitation;Operations;1;8, rue des Dunes;Baie-Trinité;Québec;Canada;G0H1A0;;;1;49.446664;-67.261268;;
905593;13174864;7;Exploitation;Operations;1;313, 3e Rang De Jersey S.;Saint-Martin;Québec;Canada;G0M1B0;;;1;45.94786;-70.614286;;
906095;13174962;7;Exploitation;Operations;1;111, 11e Rang;Sainte-Aurélie;Québec;Canada;G0M1M0;;;1;46.232316;-70.28042;;
906705;906709;7;Exploitation;Operations;1;171, 5e Avenue;Saint-Gabriel-de-Valcartier;Québec;Canada;G0A4S0;;;1;46.999692;-71.470233;;
907005;907009;7;Exploitation;Operations;1;22, rte 281;Saint-Magloire;Québec;Canada;G0R3M0;;;1;46.510069;-70.193108;;
907158;13869473;7;Exploitation;Operations;1;684, ch. Olivier;Lévis;Québec;Canada;G7A2N6;;;1;46.699561;-71.300617;;
907229;13878324;7;Exploitation;Operations;1;1826, boul. de Forillon;Gaspé;Québec;Canada;G4X6L4;;;1;48.846114;-64.358629;;
907476;11311691;7;Exploitation;Operations;1;43, 1re Avenue E.;Sainte-Anne-des-Monts;Québec;Canada;G4V1A2;;;1;49.130055;-66.483242;;
907570;907574;7;Exploitation;Operations;1;2278, rte 202;Franklin;Québec;Canada;J0S1E0;;;1;45.036557;-73.897476;;
907635;907639;7;Exploitation;Operations;1;2984, ch. de Georgeville;Magog;Québec;Canada;J1X0M8;;;1;45.191196;-72.208632;;
908336;908340;7;Exploitation;Operations;1;1904, rue Perron;Saguenay;Québec;Canada;G7X9P3;;;1;48.427412;-71.248851;;
908460;908464;7;Exploitation;Operations;1;1, rte de l' Église;Port-Daniel-Gascons;Québec;Canada;G0C2N0;;;1;48.184401;-64.960871;;
908581;908585;7;Exploitation;Operations;1;140, rue de la Mer;Longue-Pointe-de-Mingan;Québec;Canada;G0G1V0;;;1;50.27249;-64.133255;;
908639;908643;7;Exploitation;Operations;1;1302, rue Bagot;Saguenay;Québec;Canada;G7B2P4;;;1;48.337754;-70.885396;;
910592;910596;7;Exploitation;Operations;1;96, rue Notre-Dame O.;Trois-Pistoles;Québec;Canada;G0L4K0;;;1;48.124202;-69.178006;;
910767;910771;7;Exploitation;Operations;1;1488, ch. Ball Brook;Barnston-Ouest;Québec;Canada;J0B1C0;;;1;45.0733;-71.9925;;
911010;13845147;7;Exploitation;Operations;1;779, rue Principale Nord;Richmond;Québec;Canada;J0B2H0;;;1;45.664979;-72.147485;;
912062;912066;7;Exploitation;Operations;1;63, av. de Gaspé E.;Saint-Jean-Port-Joli;Québec;Canada;G0R3G0;;;1;47.217583;-70.266168;;
912181;13632476;7;Exploitation;Operations;1;23, 8e Avenue E.;Macamic;Québec;Canada;J0Z2S0;;;1;48.756557;-78.999896;;
912344;912348;7;Exploitation;Operations;1;8988, boul. Ste-Anne;Château-Richer;Québec;Canada;G0A1N0;;;1;47.005741;-70.963972;;
913610;913614;7;Exploitation;Operations;1;498, ch. des Caraganiers;Amherst;Québec;Canada;J0T2T0;;;1;46.112844;-74.804126;;
914381;914385;7;Exploitation;Operations;1;609, ch. des Patriotes;Saint-Denis-sur-Richelieu;Québec;Canada;J0H1K0;;;1;45.785344;-73.159975;;
914433;914437;7;Exploitation;Operations;1;2500, rue Faubert;Val-David;Québec;Canada;J0T2N0;;;1;46.025597;-74.202368;;
914939;914943;7;Exploitation;Operations;1;447, rue St-François-Xavier;Montréal;Québec;Canada;H2Y2T1;;;1;45.503403;-73.556239;;
915107;915111;7;Exploitation;Operations;1;527, rue Principale;Saint-Donat;Québec;Canada;J0T2C0;;;1;46.317362;-74.220575;;
915201;102891902;7;Exploitation;Operations;1;1001, rte 117;Val-d'Or;Québec;Canada;J9P7C4;;;1;48.100242;-77.445138;;
915415;13174909;7;Exploitation;Operations;1;50, rang Ste-Catherine;Saint-Sylvestre;Québec;Canada;G0S3C0;;;1;46.3199983;-71.1454806;;
915467;915471;7;Exploitation;Operations;1;2631, rue Jean-Brillant;Québec;Québec;Canada;G1W1E9;;;1;46.76812;-71.280121;;
915513;915517;7;Exploitation;Operations;1;Barrière l'Islet;Cap-Chat;Québec;Canada;G0J1E0;;;1;49.08962;-66.697182;;
915659;915663;7;Exploitation;Operations;1;4202, ch. St-Jean;Saguenay;Québec;Canada;G7B3P6;;;1;48.301422;-70.889885;;
915909;915913;7;Exploitation;Operations;1;550, ch. de la Rivière;North Hatley;Québec;Canada;J0B2C0;;;1;45.279913;-71.965648;;
916235;13879963;7;Exploitation;Operations;1;239B, rue Notre-Dame O.;Cap-Chat;Québec;Canada;G0J1E0;;;1;49.090148;-66.71863;;
916301;916305;7;Exploitation;Operations;1;365, ch. des Pères;Magog;Québec;Canada;J1X7Z3;;;1;45.273153;-72.204154;;
916857;916861;7;Exploitation;Operations;1;125, boul. Labelle;Rosemère;Québec;Canada;J7A2G9;;;1;45.6197079;-73.7967398;;
917040;917044;7;Exploitation;Operations;1;3169, boul. des Ruisseaux;Mont-Laurier;Québec;Canada;J9L3G6;;;1;46.559347;-75.711529;;
918195;19865452;7;Exploitation;Operations;1;264, rang St-Gabriel-De-Pérou N.;Baie-Saint-Paul;Québec;Canada;G3Z3A3;;;1;47.458756;-70.551245;;
918355;25010420;7;Exploitation;Operations;1;822, ch. du Grand-Ruisseau;Les Îles-de-la-Madeleine;Québec;Canada;G4T2L6;;;1;47.39198;-61.884028;;
918504;113281609;7;Exploitation;Operations;1;151, ch. du Curé-Deslauriers;Mont-Tremblant;Québec;Canada;J8E1C9;;;1;46.210522;-74.586276;;
919169;919173;7;Exploitation;Operations;1;4, ch. de la Pointe-des-Canots;Les Îles-de-la-Madeleine;Québec;Canada;G4T0J1;;;1;47.248664;-61.972332;;
919592;919596;7;Exploitation;Operations;1;141, ch. Boisville O.;Les Îles-de-la-Madeleine;Québec;Canada;G4T3H8;;;1;47.367345;-61.934022;;
919636;15603809;7;Exploitation;Operations;1;862, ch. du Vieux-Fort;Duhamel-Ouest;Québec;Canada;J9V1N7;;;1;47.290098;-79.455969;;
919805;13348780;7;Exploitation;Operations;1;27, rue St-Germain E.;Rimouski;Québec;Canada;G5L1A3;;;1;48.451656;-68.526295;;
920210;11513542;7;Exploitation;Operations;1;100, rue du Boréal;Chertsey;Québec;Canada;J0K3K0;;;1;46.154359;-73.776755;;
920290;920294;7;Exploitation;Operations;1;5, rue de l' Église;Nouvelle;Québec;Canada;G0C2E0;;;1;48.142745;-66.317028;;
920415;920419;7;Exploitation;Operations;1;87, ch. des Pionniers E.;L'Islet;Québec;Canada;G0R2B0;;;1;47.129435;-70.370084;;
920578;13349409;7;Exploitation;Operations;1;995, rte 289;Saint-Alexandre-de-Kamouraska;Québec;Canada;G0L2G0;;;1;47.698793;-69.651789;;
920944;920948;7;Exploitation;Operations;1;3, rue Sous-La-Croix;Tadoussac;Québec;Canada;G0T2A0;;;1;48.148138;-69.717603;;
921125;25279830;7;Exploitation;Operations;1;326, ch. de la Pointe-Basse;Les Îles-de-la-Madeleine;Québec;Canada;G4T5J3;;;1;47.392578;-61.788185;;
922034;922038;7;Exploitation;Operations;1;730, rue Notre-Dame N.;Sainte-Marie;Québec;Canada;G6E2K9;;;1;46.443976;-71.033313;;
922356;922360;7;Exploitation;Operations;1;532, rte 132 O.;Percé;Québec;Canada;G0C2L0;;;1;48.496542;-64.240234;;
922665;922669;7;Exploitation;Operations;1;205, rue Abbott;Magog;Québec;Canada;J1X2H4;;;1;45.269076;-72.154078;;
922735;922739;7;Exploitation;Operations;1;2072, ch. M.-J.-M.;Saint-Faustin-Lac-Carré;Québec;Canada;J0T1J2;;;1;46.114738;-74.446312;;
923343;923347;7;Exploitation;Operations;1;548, rue Maple;Sutton;Québec;Canada;J0E2K0;;;1;45.105951;-72.574976;;
923397;923401;7;Exploitation;Operations;1;135, ch. Bourget;Rigaud;Québec;Canada;J0P1P0;;;1;45.46147;-74.294269;;
923978;13255994;7;Exploitation;Operations;1;93, rte 138;Les Bergeronnes;Québec;Canada;G0T1G0;;;1;48.244348;-69.60437;;
924399;924403;7;Exploitation;Operations;1;122, ch. des Perches;Baie-Saint-Paul;Québec;Canada;G3Z0B9;;;1;47.431252;-70.451428;;
924634;924638;7;Exploitation;Operations;1;864, rue Commerciale Nord;Témiscouata-sur-le-Lac;Québec;Canada;G0L1E0;;;1;47.683716;-68.883685;;
925453;925457;7;Exploitation;Operations;1;2076, ch. M.-J.-M.;Saint-Faustin-Lac-Carré;Québec;Canada;J0T1J2;;;1;46.11467;-74.446727;;
925560;925564;7;Exploitation;Operations;1;505, boul. René-Lévesque E.;Montréal;Québec;Canada;H2L5B6;;;1;45.513783;-73.557521;;
926240;13706671;7;Exploitation;Operations;1;624, rte 289;Saint-Alexandre-de-Kamouraska;Québec;Canada;G0L2G0;;;1;47.680396;-69.620099;;
926911;926915;7;Exploitation;Operations;1;88, rue St-Onge;Gatineau;Québec;Canada;J8Y5V2;;;1;45.451723;-75.742376;;
927095;11532222;7;Exploitation;Operations;1;2001, rte du Parc;Sainte-Anne-des-Monts;Québec;Canada;G4V2E4;;;1;48.944403;-66.121967;;
927259;927263;7;Exploitation;Operations;1;316, rue de Longueuil;Longueuil;Québec;Canada;J4H1H4;;;1;45.537012;-73.510672;;
927312;103198911;7;Exploitation;Operations;1;2053, boul. Douglas;Gaspé;Québec;Canada;G0C2X0;;;1;48.708805;-64.274096;;
927396;25020905;7;Exploitation;Operations;1;70, ch. de l' Hôpital;Les Îles-de-la-Madeleine;Québec;Canada;G4T2K2;;;1;47.414304;-61.889563;;
927672;13707972;7;Exploitation;Operations;1;85, rue Merry S.;Magog;Québec;Canada;J1X3L2;;;1;45.263937;-72.156474;;
927766;19915052;7;Exploitation;Operations;1;360, montée Industrielle-et-Commerciale;Rimouski;Québec;Canada;G5M1X1;;;1;48.45976;-68.499624;;
927846;14572248;7;Exploitation;Operations;1;1475B, boul. Renaud;Saguenay;Québec;Canada;G7H5A7;;;1;48.433936;-71.022409;;
928205;13876658;7;Exploitation;Operations;1;708, rte de l' Église;Saint-Jean-Port-Joli;Québec;Canada;G0R3G0;;;1;47.192315;-70.237988;;
928370;13339489;7;Exploitation;Operations;1;830, rue Royale;Malartic;Québec;Canada;J0Y1Z0;;;1;48.135292;-78.12644;;
928421;928425;7;Exploitation;Operations;1;63, rue Principale N.;Sutton;Québec;Canada;J0E2K0;;;1;45.111414;-72.619641;;
928940;928944;7;Exploitation;Operations;1;1200, ch. de la Baie;Saint-Michel-des-Saints;Québec;Canada;J0K3B0;;;1;46.745028;-73.918833;;
929697;929701;7;Exploitation;Operations;1;56, rue de la Vallée;Saint-Philémon;Québec;Canada;G0R4A0;;;1;46.621716;-70.491022;;
929778;929782;7;Exploitation;Operations;1;1796, boul. de Forillon;Gaspé;Québec;Canada;G4X6L2;;;1;48.842329;-64.348844;;
930829;930833;7;Exploitation;Operations;1;635, rue des Ursulines;Trois-Rivières;Québec;Canada;G9A5B3;;;1;46.344862;-72.534451;;
931426;13702441;7;Exploitation;Operations;1;4402, ch. de l'Île;Notre-Dame-des-Sept-Douleurs;Québec;Canada;G0L1K0;;;1;48.018775;-69.438304;;
931488;20306569;7;Exploitation;Operations;1;1100, route de Sainte-Agathe;Sainte-Agathe-de-Lotbinière;Québec;Canada;G0S2A0;;;1;46.341928;-71.357459;;
932668;932672;7;Exploitation;Operations;1;815, montée Kavanagh;Mont-Tremblant;Québec;Canada;J8E2P2;;;1;46.123708;-74.558332;;
932791;13876680;7;Exploitation;Operations;1;511, ch. des Pionniers E.;L'Islet;Québec;Canada;G0R2B0;;;1;47.154193;-70.330621;;
932992;932996;7;Exploitation;Operations;1;487, boul. Taschereau S.;Sainte-Marie;Québec;Canada;G6E3H6;;;1;46.441999;-71.017171;;
933150;933154;7;Exploitation;Operations;1;482, rte Fortier;Saint-Cyprien;Québec;Canada;G0R1B0;;;1;46.337102;-70.30855;;
933527;933531;7;Exploitation;Operations;1;2316, ch. du Village;Mont-Tremblant;Québec;Canada;J8E1E9;;;1;46.201451;-74.609422;;
934518;934522;7;Exploitation;Operations;1;1315, montée Kavanagh;Mont-Tremblant;Québec;Canada;J8E2P3;;;1;46.137999;-74.554344;;
934613;15111552;7;Exploitation;Operations;1;235, rue des Pins;Magog;Québec;Canada;J1X2H8;;;1;45.269141;-72.152148;;
934802;934806;7;Exploitation;Operations;1;460, rue Notre-Dame;Saint-Tite;Québec;Canada;G0X3H0;;;1;46.728837;-72.565981;;
935358;935362;7;Exploitation;Operations;1;1510, 6e Rang;Saint-Gabriel-de-Brandon;Québec;Canada;J0K2N0;;;1;46.298663;-73.416243;;
935737;935741;7;Exploitation;Operations;1;795, rue Principale O.;Berthier-sur-Mer;Québec;Canada;G0R1E0;;;1;46.912627;-70.75921;;
935900;113282000;7;Exploitation;Operations;1;140, ch. au Pied-De-La-Montagne;Mont-Tremblant;Québec;Canada;J8E3M2;;;1;46.211531;-74.583548;;
936222;936226;7;Exploitation;Operations;1;642, boul. Renault;Beauceville;Québec;Canada;G5X1M6;;;1;46.20619;-70.773899;;
936472;936476;7;Exploitation;Operations;1;10, rue Mercier;Sept-Îles;Québec;Canada;G0G2B0;;;1;50.204109;-66.159873;;
936602;13693413;7;Exploitation;Operations;1;774, rue Roy;La Tuque;Québec;Canada;G9X2V6;;;1;47.432427;-72.782074;;
936722;936726;7;Exploitation;Operations;1;264, rue Principale;Petite-Rivière-Saint-François;Québec;Canada;G0A2L0;;;1;47.356201;-70.568755;;
937129;937133;7;Exploitation;Operations;1;901, ch. de St-Adolphe;Morin-Heights;Québec;Canada;J0R1H0;;;1;45.924997;-74.281309;;
937941;937945;7;Exploitation;Operations;1;125, 45e Rue O.;Québec;Québec;Canada;G1H5J7;;;1;46.843837;-71.25162;;
938911;13337439;7;Exploitation;Operations;1;1016, boul. du Sacré-Coeur;Saint-Félicien;Québec;Canada;G8K1R5;;;1;48.649462;-72.441485;;
939256;939260;7;Exploitation;Operations;1;1860, ch. du Parc;Mandeville;Québec;Canada;J0K1L0;;;1;46.437104;-73.393191;;
939696;939700;7;Exploitation;Operations;1;1948, ch. du Tour-du-Lac;Lac-des-Plages;Québec;Canada;J0T1K0;;;1;45.99889;-74.892051;;
939739;13878305;7;Exploitation;Operations;1;89, rue de l' Église;Sayabec;Québec;Canada;G0J3K0;;;1;48.559652;-67.685086;;
939892;939896;7;Exploitation;Operations;1;8, côte du Quêteux;Baie-Saint-Paul;Québec;Canada;G3Z2C7;;;1;47.407469;-70.544775;;
940261;940265;7;Exploitation;Operations;1;2064, rue de Fondville;Québec;Québec;Canada;G1J1X6;;;1;46.840782;-71.221579;;
941171;941175;7;Exploitation;Operations;1;252, Ancien chemin de Nichabau;Chichester;Québec;Canada;J0X1M0;;;1;45.955525;-77.096008;;
941299;941303;7;Exploitation;Operations;1;1175, boul. Monseigneur-de Laval;Baie-Saint-Paul;Québec;Canada;G3Z2X4;;;1;47.467917;-70.529978;;
941715;941719;7;Exploitation;Operations;1;14, rue Larocque O.;Sainte-Agathe-des-Monts;Québec;Canada;J8C1A2;;;1;46.046385;-74.289958;;
942732;942736;7;Exploitation;Operations;1;115, rue de la Mer;Baie-des-Sables;Québec;Canada;G0J1C0;;;1;48.72239;-67.894772;;
942787;942791;7;Exploitation;Operations;1;125, rte 132;Sainte-Thérèse-de-Gaspé;Québec;Canada;G0C3B0;;;1;48.407029;-64.433227;;
942886;942890;7;Exploitation;Operations;1;127, ch. de la Pointe-aux-Pins;Saint-Fulgence;Québec;Canada;G0V1S0;;;1;48.431934;-70.835509;;
943608;943612;7;Exploitation;Operations;1;254, boul. Perron O.;Caplan;Québec;Canada;G0C1H0;;;1;48.112476;-65.715818;;
943791;943795;7;Exploitation;Operations;1;216, av. de l' Église;Saint-Sauveur;Québec;Canada;J0R1R7;;;1;45.901791;-74.167414;;
944111;13689532;7;Exploitation;Operations;1;130, av. Belzile;Rimouski;Québec;Canada;G5L3E4;;;1;48.453854;-68.523653;;
944289;944293;7;Exploitation;Operations;1;642, ch. Marcelais;Lac-Simon;Québec;Canada;J0V1E0;;;1;45.90089;-75.086664;;
945319;945323;7;Exploitation;Operations;1;1215, rte 117;Saint-Faustin-Lac-Carré;Québec;Canada;J0T1J3;;;1;46.112676;-74.475262;;
945707;13702477;7;Exploitation;Operations;1;2505, rue Commerciale Sud;Témiscouata-sur-le-Lac;Québec;Canada;G0L1X0;;;1;47.610551;-68.785741;;
945812;25979486;7;Exploitation;Operations;1;261, rue Lionel-Groulx;Saint-Jean-Port-Joli;Québec;Canada;G0R3G0;;;1;47.213648;-70.270333;;
946044;13833841;7;Exploitation;Operations;1;499, rue Principale;Piopolis;Québec;Canada;G0Y1H0;;;1;45.485485;-70.901202;;
946209;13174518;7;Exploitation;Operations;1;73, rang St-Jean-Baptiste;La Malbaie;Québec;Canada;G5A2E4;;;1;47.620881;-70.330321;;
946838;946842;7;Exploitation;Operations;1;250, ch. des Cyprès;Nominingue;Québec;Canada;J0W1R0;;;1;46.409206;-75.045075;;
947071;947075;7;Exploitation;Operations;1;911, rue Principale;Petite-Rivière-Saint-François;Québec;Canada;G0A2L0;;;1;47.309114;-70.567039;;
947808;947812;7;Exploitation;Operations;1;124, rue Jeanne-d'Arc;Gatineau;Québec;Canada;J8Y2H7;;;1;45.439534;-75.73878;;
947955;947959;7;Exploitation;Operations;1;6225, rue Frontenac;Saint-Hyacinthe;Québec;Canada;J2S7A9;;;1;45.589276;-72.974074;;
948202;13839480;7;Exploitation;Operations;1;615, 1re Avenue;Asbestos;Québec;Canada;J1T4V3;;;1;45.767971;-71.923367;;
948617;11527279;7;Exploitation;Operations;1;2297, rte 169;Métabetchouan-Lac-à-la-Croix;Québec;Canada;G8G1B8;;;1;48.416398;-71.914882;;
948863;948867;7;Exploitation;Operations;1;285, rue du Séminaire;Saguenay;Québec;Canada;G7H4J4;;;1;48.427023;-71.051968;;
949226;949230;7;Exploitation;Operations;1;191, rue des Pionniers;Tadoussac;Québec;Canada;G0T2A0;;;1;48.144048;-69.719615;;
949686;12843314;7;Exploitation;Operations;1;1550, rue du Père-Marquette;Trois-Rivières;Québec;Canada;G8Z4G5;;;1;46.346723;-72.573407;;
950149;950153;7;Exploitation;Operations;1;61, ch. Lafond;Potton;Québec;Canada;J0E1X0;;;1;45.026103;-72.44789;;
950372;950376;7;Exploitation;Operations;1;6489, chemin Royal;Saint-Laurent-de-l'Île-d'Orléans;Québec;Canada;G0A3Z0;;;1;46.876886;-70.978031;;
951649;113282507;7;Exploitation;Operations;1;160, ch. du Curé-Deslauriers;Mont-Tremblant;Québec;Canada;J8E1C9;;;1;46.210716;-74.585781;;
952303;13850915;7;Exploitation;Operations;1;288, rte 265;Villeroy;Québec;Canada;G0S3K0;;;1;46.370911;-71.854403;;
952366;952370;7;Exploitation;Operations;1;556, rte 161;Frontenac;Québec;Canada;G6B2S1;;;1;45.459468;-70.847375;;
952421;19815005;7;Exploitation;Operations;1;3035, ch. de la Chapelle;Mont-Tremblant;Québec;Canada;J8E1E1;;;1;46.213896;-74.586191;;
952926;952930;7;Exploitation;Operations;1;73, rang des Éboulements-Centre;Les Éboulements;Québec;Canada;G0A2M0;;;1;47.466612;-70.3315;;
953274;113285126;7;Exploitation;Operations;1;118, ch. de Kandahar;Mont-Tremblant;Québec;Canada;J8E1E2;;;1;46.212508;-74.586734;;
953693;13865142;7;Exploitation;Operations;1;591, rte de la Grande-Alliance;Baie-Sainte-Catherine;Québec;Canada;G0T1A0;;;1;48.054656;-69.778758;;
954218;954222;7;Exploitation;Operations;1;415, rang Ste-Catherine;Les Éboulements;Québec;Canada;G0A2M0;;;1;47.48528;-70.326061;;
954648;954652;7;Exploitation;Operations;1;15, ch. du Quai;Chute-Saint-Philippe;Québec;Canada;J0W1A0;;;1;46.652139;-75.24093;;
954924;954928;7;Exploitation;Operations;1;1010, 6e Rang;Saint-Gabriel-de-Brandon;Québec;Canada;J0K2N0;;;1;46.286992;-73.435024;;
955004;955008;7;Exploitation;Operations;1;186, rue Ste-Anne;Baie-Saint-Paul;Québec;Canada;G3Z1P8;;;1;47.435395;-70.493681;;
955387;955391;7;Exploitation;Operations;1;872, rang Caron;Hébertville;Québec;Canada;G8N1B6;;;1;48.419552;-71.733693;;
955553;955557;7;Exploitation;Operations;1;338, av. Champlain;Saint-Armand;Québec;Canada;J0J1N0;;;1;45.047045;-73.076128;;
956362;956366;7;Exploitation;Operations;1;2135, boul. de Grande-Grève;Gaspé;Québec;Canada;G4X6L7;;;1;48.826404;-64.296402;;
956564;13293206;7;Exploitation;Operations;1;113, rte du Fleuve E.;Sainte-Luce;Québec;Canada;G0K1P0;;;1;48.547369;-68.35524;;
956658;25023291;7;Exploitation;Operations;1;899, ch. du Grand-Ruisseau;Les Îles-de-la-Madeleine;Québec;Canada;G4T2L7;;;1;47.396156;-61.890042;;
956703;22247385;7;Exploitation;Operations;1;962, rue de la Plage;Rimouski;Québec;Canada;G5L9G7;;;1;48.426531;-68.59859;;
957018;11351945;7;Exploitation;Operations;1;924, rue Principale;Petite-Rivière-Saint-François;Québec;Canada;G0A2L0;;;1;47.3093899;-70.5670203;;
957069;957073;7;Exploitation;Operations;1;406, rue Jacques-Cartier;Rivière-au-Tonnerre;Québec;Canada;G0G2L0;;;1;50.275751;-64.766926;;
957126;957130;7;Exploitation;Operations;1;357, rue du Pavillon;Saint-Gabriel;Québec;Canada;J0K2N0;;;1;46.302429;-73.39141;;
957512;957516;7;Exploitation;Operations;1;2268, ch. Gore;Hinchinbrooke;Québec;Canada;J0S1H0;;;1;45.07679;-74.040331;;
957983;957987;7;Exploitation;Operations;1;860, rue Lalonde;Mont-Tremblant;Québec;Canada;J8E3K4;;;1;46.114501;-74.592755;;
958752;15111565;7;Exploitation;Operations;1;206, rue des Pins;Magog;Québec;Canada;J1X2H9;;;1;45.268986;-72.151952;;
958972;958976;7;Exploitation;Operations;1;36, rte du Fleuve O.;Sainte-Luce;Québec;Canada;G0K1P0;;;1;48.549006;-68.387505;;
959027;959031;7;Exploitation;Operations;1;1031, rang St-Pierre S.;Hérouxville;Québec;Canada;G0X1J0;;;1;46.67294;-72.613202;;
959353;959357;7;Exploitation;Operations;1;350, rue du Québec;Sherbrooke;Québec;Canada;J1H3L8;;;1;45.404005;-71.904587;;
960759;960763;7;Exploitation;Operations;1;4027, av. Papineau;Montréal;Québec;Canada;H2K4K2;;;1;45.529936;-73.567884;;
961676;13834336;7;Exploitation;Operations;1;A-130, route 212 Est;La Patrie;Québec;Canada;J0B1Y0;;;1;45.401813;-71.181484;;
961852;13163546;7;Exploitation;Operations;1;185, rue Sherbrooke E.;Montréal;Québec;Canada;H2X1C7;;;1;45.514434;-73.568702;;
962541;25010733;7;Exploitation;Operations;1;42, ch. des Arsène;Les Îles-de-la-Madeleine;Québec;Canada;G4T2G6;;;1;47.384651;-61.920265;;
962777;962781;7;Exploitation;Operations;1;1993, ch. Royal;Saint-Pierre-de-l'Île-d'Orléans;Québec;Canada;G0A4E0;;;1;46.891902;-71.0685432;;
963353;963357;7;Exploitation;Operations;1;217, ch. Ernest-Martin;Marston;Québec;Canada;G0Y1G0;;;1;45.553574;-70.92909;;
963460;963464;7;Exploitation;Operations;1;226, ch. Sullivan;Les Îles-de-la-Madeleine;Québec;Canada;G4T0G6;;;1;47.221193;-61.931573;;
963735;963739;7;Exploitation;Operations;1;77, rue St-Pierre;Rimouski;Québec;Canada;G5L1T4;;;1;48.451943;-68.523262;;
964309;11513350;7;Exploitation;Operations;1;443, rang de la Grande-Ligne;Saints-Anges;Québec;Canada;G0S3E0;;;1;46.456663;-70.877305;;
964435;964439;7;Exploitation;Operations;1;20, boul. Notre-Dame O.;Stanstead;Québec;Canada;J0B3E2;;;1;45.007669;-72.096571;;
964599;964603;7;Exploitation;Operations;1;69, ch. du Goulet;Les Îles-de-la-Madeleine;Québec;Canada;G4T9E4;;;1;47.230701;-61.871846;;
964761;964765;7;Exploitation;Operations;1;200, rue Abbott;Magog;Québec;Canada;J1X2H5;;;1;45.269028;-72.153827;;
964958;964962;7;Exploitation;Operations;1;931, 2e rang;Percé;Québec;Canada;G0C1G0;;;1;48.491049;-64.31681;;
